Date,GDP,CPI,inflation,housing,federal_funds,bank_loan,employment_rate,unemployment_rate,consumer_confidence,bonds_price,mortgage_rates,public_debt,total_debt,debt,bonds_issued,IRS Tax,bonds_sentiment,economy_sentiment,housing_market_sentiment,taxes_sentiment,loans_sentiment,interest_rates_sentiment,recession_sentiment,unemployment_sentiment,inflation_sentiment
2022-06-09,,,,,,,,,,435.35,5.23,23800000000000.0,30400000000000.0,30400000000000.0,,13901802540.857143,0.5813358046433117,0.5396695612891826,0.5591743849396416,0.6035172776314011,0.8025219342327234,0.427256571027408,0.16705653597277992,0.385080917570494,
2022-06-10,,,,,,,,,,432.76,,23800000000000.0,30400000000000.0,30400000000000.0,,12748648906.0,0.560408326458929,0.438630463408087,0.6768984456369477,0.5561233384992939,0.8770493596356754,0.3548062513299415,0.14695579555064767,0.46803622066799166,
2022-06-11,,,,,,,,,,,,,,,,,0.49830078604129785,0.4202091773128741,0.6829092344340809,0.5574868367591961,0.7740640291553355,0.4162389473783653,0.1473418829805306,0.43735768667417985,
2022-06-12,,,,,,,,,,,,,,,,,0.504567317079405,0.4035610139487094,0.4847829229043278,0.5144938354237554,0.8187657076491546,0.345060718418068,0.13224877341134778,0.2984591281004614,
2022-06-13,,,,,,,,,,427.78,,23800000000000.0,30400000000000.0,30433333333333.332,,16265252777.714285,0.40696051792337434,0.3719601809800816,0.5990174387977188,0.5904167916361782,0.8503398147289366,0.29426329582410404,0.1374724351620964,0.3806488403291713,
2022-06-14,,,,,,,,,,425.76,,23800000000000.0,30400000000000.0,30433333333333.332,,19018818889.57143,0.46115557848804795,0.475085337523404,0.44787242789024945,0.5099552401011901,0.8334086596948326,0.2684646268561752,0.1617302237172754,0.46837263361314846,
2022-06-15,,,,,,,,,,429.23,,23900000000000.0,30500000000000.0,30433333333333.332,,28930432666.57143,0.5310311701622329,0.44530454771054895,0.47548688335991784,0.5509596270584634,0.7629057439340851,0.34761228920869414,0.16815475410869188,0.44959321127959645,
2022-06-16,,,,,,,,,,430.66,5.78,23900000000000.0,30400000000000.0,30400000000000.0,,32180724502.142857,0.4664889403934719,0.4320777211717391,0.7186742936237761,0.6414560834588733,0.7667734193543053,0.29799367737993976,0.34274987576296956,0.40608923369722355,
2022-06-17,,,,,,,,,,430.73,,23900000000000.0,30400000000000.0,30400000000000.0,,31877104909.57143,0.5765102453529355,0.49164341659750566,0.7317340645116611,0.6277480711504776,0.8419427403483454,0.33201088129358286,0.3666284383435763,0.42602587698372546,
2022-06-18,,,,,,,,,,,,,,,,,0.7175319467853043,0.4748354948068236,0.8405863657647763,0.4899102471388684,0.8423841041807599,0.48184408474523227,0.31258166780516705,0.42359455483792163,
2022-06-19,,,,,,,,,,,,,,,,,0.620930492765042,0.2967014751460279,0.6189439811080802,0.5073580149607241,0.9075856463836864,0.3329847519695327,0.2840601354137524,0.4191849844477485,
2022-06-20,,,,,,,,,,,,,,,,,0.6161548879845187,0.47458610737938856,0.6185311748961534,0.6236189561466257,0.8369510118146355,0.43442793908781263,0.2246924162297743,0.40572868446686644,
2022-06-21,,,,,,,,,,429.16,,23900000000000.0,30400000000000.0,30400000000000.0,,34744945553.71429,0.6455608947802406,0.4842515686097763,0.6181918853383125,0.5868879957178885,0.8573613685441095,0.4313858104755853,0.2578250177336716,0.38882903550582143,
2022-06-22,,,,,,,,,,432.77,,23900000000000.0,30400000000000.0,30433333333333.332,,36024360630.0,0.5441608207598713,0.4675583817366782,0.7033300533751802,0.5797227139782433,0.8829130792912998,0.42418820916068806,0.2529240899342599,0.35191997322026275,
2022-06-23,,,,,,,,,,434.19,5.81,23900000000000.0,30400000000000.0,30466666666666.668,,33268126931.142857,0.5441637445108138,0.47418984003590053,0.6712614693767455,0.563953409299893,0.8167896437128273,0.44726855706377344,0.23504332881335005,0.4177031712008278,
2022-06-24,,,,,,,,,,432.87,,23900000000000.0,30500000000000.0,30500000000000.0,,31145651372.285713,0.5571232755471581,0.5011783058182868,0.7141614420794826,0.5823112649681967,0.8205972055586546,0.35688191063700275,0.257860124615201,0.37031491063457317,
2022-06-25,,,,,,,,,,,,,,,,,0.578109673311864,0.4710722709988958,0.6152859215339389,0.5558357383141629,0.8066794980843441,0.441476238489061,0.21590611855381495,0.43475802810671516,
2022-06-26,,,,,,,,,,,,,,,,,0.5991338444741162,0.47335858947478654,0.5399542880029827,0.5675890778236518,0.7459544628008612,0.34049141544282563,0.1519606429417038,0.4216501058964706,
2022-06-27,,,,,,,,,,431.59,,23900000000000.0,30500000000000.0,30500000000000.0,,22032838706.285713,0.5031127238456068,0.5072899642424008,0.6470192551373009,0.6326982679316361,0.7830673660309172,0.5186886740250238,0.22884792419704472,0.3606922725378269,
